tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time,isDirty,errRule,errCol,pk
1250,myrateplan,AA-466-IAH-MIA,,6:09 a.m.,,8:50 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1249
1251,myrateplan,UA-3050-PHX-CLT,,11:45 a.m.,,5:00 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1250
1252,myrateplan,CO-89-IAH-EWR,6:00 a.m.,,10:20 a.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,1251
1253,myrateplan,CO-1088-CLE-IAH,8:40 a.m.,,10:54 a.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,1252
1254,myrateplan,AA-1664-MIA-ATL,,10:19 a.m.,,11:50 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1253
1255,myrateplan,AA-1279-DFW-PHX,,2:03 p.m.,,3:13 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1254
1256,myrateplan,UA-854-SFO-IAH,,8:07 a.m.,,1:23 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1255
1257,myrateplan,UA-382-IAD-LAX,,12:56 p.m.,,3:09 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1256
1258,myrateplan,AA-4344-ORD-DTW,,12:14 p.m.,,1:55 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1257
1259,myrateplan,UA-257-JFK-SFO,,2:43 p.m.,,5:22 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1258
1260,myrateplan,UA-2945-PHL-CLT,,12:07 p.m.,,1:11 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1259
1261,myrateplan,CO-63-EWR-IAH,5:25 p.m.,,8:22 p.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,1260
1262,myrateplan,CO-47-IAH-LAX,7:10 p.m.,,8:56 p.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,1261
1263,myrateplan,AA-2050-ORD-MIA,,11:06 a.m.,,2:39 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1262
1264,myrateplan,UA-248-PHX-ORD,,1:43 p.m.,,5:24 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1263
1265,myrateplan,AA-4330-CVG-ORD,3:35 p.m.,,4:00 p.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,1264
1266,myrateplan,AA-1434-DFW-MCO,,7:22 a.m.,,10:34 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1265
1267,myrateplan,AA-1640-MIA-MCO,,6:47 p.m.,,7:25 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue,;sched_dep_time;act_dep_time;sched_arr_time,1266
1268,myrateplan,AA-4307-ORD-DTW,,6:56 p.m.,,8:38 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1267
1269,myrateplan,AA-3-JFK-LAX,,12:12 p.m.,,3:04 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1268
1270,myrateplan,CO-1694-LAX-IAH,7:15 p.m.,,12/2/11 12:21 a.m.,,True,;explicitMissingValue;Incorrect_Format;explicitMissingValue,;act_dep_time;sched_arr_time;act_arr_time,1269
1271,myrateplan,UA-843-LAX-ORD,,2:04 p.m.,,7:20 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1270
1272,myrateplan,CO-1193-EWR-MCO,9:15 a.m.,,12:18 p.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,1271
1273,myrateplan,AA-3842-MSP-ORD,,6:57 a.m.,,7:49 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1272
1274,myrateplan,AA-643-MIA-ORD,,7:31 a.m.,,9:26 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1273
1275,myrateplan,AA-1007-MIA-PHX,,5:09 p.m.,,7:43 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1274
1276,myrateplan,AA-2525-DFW-MIA,,7:39 a.m.,,10:43 a.m.,True,;explicitMissingValue;explicitMissingValue;spellingMistake,;sched_dep_time;sched_arr_time;act_arr_time,1275
1277,myrateplan,UA-2906-PHL-MCO,,4:44 p.m.,,6:28 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1276
1278,myrateplan,UA-938-DEN-ORD,,4:37 p.m.,,7:23 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1277
1279,myrateplan,AA-1221-MCO-ORD,,8:23 p.m.,,9:47 p.m.,True,;explicitMissingValue;explicitMissingValue;spellingMistake,;sched_dep_time;sched_arr_time;act_arr_time,1278
1280,myrateplan,CO-16-LAX-EWR,10:25 a.m.,,6:44 p.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,1279
1281,myrateplan,UA-2515-DFW-CLT,,7:30 a.m.,,10:43 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1280
1282,myrateplan,AA-400-DFW-JFK,,11:02 a.m.,,2:58 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1281
1283,myrateplan,UA-664-ORD-PHL,,1:48 p.m.,,4:20 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1282
1284,myrateplan,AA-3756-ORD-SLC,,12:42 p.m.,,2:50 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue,;sched_dep_time;act_dep_time;sched_arr_time,1283
1285,myrateplan,UA-37-EWR-MCO,1:29 p.m.,,4:17 p.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,1284
1286,myrateplan,AA-1522-SFO-ORD,,12:11 a.m.,,5:52 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1285
1287,myrateplan,UA-233-LAX-JFK,,4:28 p.m.,,12/2/11 12:01 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;Incorrect_Format,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1286
1288,myrateplan,AA-3823-LAX-DEN,,9:06 p.m.,,11:49 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1287
1289,myrateplan,AA-2312-DFW-DTW,,8:29 p.m.,,11:35 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1288
1290,myrateplan,AA-1165-JFK-MIA,,7:23 a.m.,,9:45 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1289
1291,myrateplan,AA-431-MIA-SFO,,8:52 a.m.,,11:33 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1290
1292,myrateplan,UA-3373-IAD-PHL,,8:37 a.m.,,9:13 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue,;sched_dep_time;act_dep_time;sched_arr_time,1291
1293,myrateplan,AA-649-ORD-SNA,,1:41 p.m.,,3:29 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1292
1294,myrateplan,CO-1250-MIA-IAH,2:53 p.m.,,4:48 p.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,1293
1295,myrateplan,UA-6273-YYC-SFO,,7:41 a.m.,,8:33 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1294
1296,myrateplan,UA-828-SFO-ORD,11:08 p.m.,,12/2/11 5:11 a.m.,,True,;explicitMissingValue;Incorrect_Format;explicitMissingValue,;act_dep_time;sched_arr_time;act_arr_time,1295
1297,myrateplan,CO-4888-IAH-DAL,,5:38 p.m.,,6:19 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1296
1298,myrateplan,UA-858-PVG-SFO,,1:50 p.m. (+8:00),,7:50 a.m.,True,;explicitMissingValue;Incorrect_Format;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1297
1299,myrateplan,UA-2704-DTW-PHX,,11:47 a.m.,,1:52 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1298
1300,myrateplan,AA-3063-SLC-LAX,,8:40 p.m.,,9:12 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1299
1301,myrateplan,UA-2708-EWR-CLT,,3:04 p.m.,,4:22 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1300
1302,myrateplan,UA-62-IAH-EWR,2:30 p.m.,,7:03 p.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,1301
1303,myrateplan,UA-1500-IAH-GUA,8:55 a.m.,,11:45 a.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,1302
1304,myrateplan,AA-3804-PHL-ORD,,2:44 p.m.,,3:36 p.m.,True,;explicitMissingValue;explicitMissingValue;spellingMistake,;sched_dep_time;sched_arr_time;act_arr_time,1303
1305,myrateplan,AA-1917-JFK-MCO,,3:28 p.m.,,5:39 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1304
1306,myrateplan,AA-2268-PHX-ORD,,7:22 a.m.,,11:04 a.m.,True,;explicitMissingValue;explicitMissingValue;spellingMistake,;sched_dep_time;sched_arr_time;act_arr_time,1305
1307,myrateplan,AA-4277-CVG-JFK,,12:11 p.m.,,1:42 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1306
1308,myrateplan,AA-2957-DFW-CVG,,8:04 a.m.,,10:58 a.m.,True,;explicitMissingValue;explicitMissingValue;spellingMistake,;sched_dep_time;sched_arr_time;act_arr_time,1307
1309,myrateplan,UA-37-EDI-EWR,9:05 a.m. (-00:00),,11:53 a.m.,,True,;Incorrect_Format;explicitMissingValue;explicitMissingValue,;sched_dep_time;act_dep_time;act_arr_time,1308
1310,myrateplan,AA-789-ORD-DEN,,1:20 p.m.,,2:49 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1309
1311,myrateplan,AA-415-BOS-ORD,,8:55 a.m.,,10:12 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1310
1312,myrateplan,AA-85-JFK-SFO,,3:38 p.m.,,6:30 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1311
1313,myrateplan,AA-3979-CVG-ORD,,8:04 a.m.,,7:59 a.m.,True,;explicitMissingValue;explicitMissingValue;spellingMistake,;sched_dep_time;sched_arr_time;act_arr_time,1312
1314,myrateplan,AA-3786-IAH-ORD,,4:12 p.m.,,6:11 p.m.,True,;explicitMissingValue;explicitMissingValue;spellingMistake,;sched_dep_time;sched_arr_time;act_arr_time,1313
1315,myrateplan,AA-271-MIA-LAX,,11:52 a.m.,,2:21 p.m.,True,;explicitMissingValue;explicitMissingValue;spellingMistake,;sched_dep_time;sched_arr_time;act_arr_time,1314
1316,myrateplan,CO-50-CLE-EWR,2:55 p.m.,,4:49 p.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,1315
1317,myrateplan,UA-3099-PHX-PHL,,11:55 a.m.,,5:34 p.m.,True,;explicitMissingValue;explicitMissingValue;spellingMistake,;sched_dep_time;sched_arr_time;act_arr_time,1316
1318,myrateplan,AA-4198-ORD-CLE,,10:55 a.m.,,12:37 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1317
1319,myrateplan,AA-404-MIA-MCO,,6:58 a.m.,,7:37 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1318
1320,myrateplan,CO-45-EWR-MIA,4:00 p.m.,,7:05 p.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,1319
1321,myrateplan,AA-3809-PHX-LAX,,6:11 a.m.,,6:15 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1320
1322,myrateplan,AA-59-JFK-SFO,,7:40 a.m.,,10:52 a.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1321
1323,myrateplan,AA-222-LAX-BOS,,7:32 a.m.,,3:12 p.m.,True,;explicitMissingValue;spellingMistake;explicitMissingValue;spellingMistake,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1322
1324,orbitz,AA-3859-IAH-ORD,7:10aDec 1,7:02aDec 1,9:40aDec 1,9:32aDec 1,True,;Incorrect_Format;Incorrect_Format;Incorrect_Format;Incorrect_Format,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1323
1325,orbitz,CO-1586-IAH-MCO,7:00 p.m.,7:14 p.m.,10:15 p.m.,10:02 p.m.,True,;spellingMistake,;act_arr_time,1324
1326,orbitz,AA-518-MIA-JFK,6:40aDec 1,6:40aDec 1,9:25aDec 1,9:28aDec 1,True,;Incorrect_Format;Incorrect_Format;Incorrect_Format;Incorrect_Format,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1325
1327,orbitz,UA-397-JFK-SFO,8:19aDec 1,8:48aDec 1,11:55aDec 1,11:58aDec 1,True,;Incorrect_Format;Incorrect_Format;Incorrect_Format;Incorrect_Format,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1326
1328,orbitz,UA-3925-IAD-ORF,8:41aDec 1,,9:54aDec 1,,True,;Incorrect_Format;explicitMissingValue;Incorrect_Format;explicitMissingValue,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1327
1329,orbitz,AA-1733-ORD-PHX,7:45 p.m.,7:45 p.m.,10:30 p.m.,,True,;spellingMistake;explicitMissingValue,;act_dep_time;act_arr_time,1328
1330,orbitz,AA-3-JFK-LAX,12:00 p.m.,11:54aDec 1,3:15 p.m.,3:16 p.m.,True,;Incorrect_Format,;act_dep_time,1329
1331,orbitz,UA-2830-MCO-CLT,3:27 p.m.,3:28 p.m.,5:05 p.m.,5:17 p.m.,True,;spellingMistake,;act_dep_time,1330
1332,orbitz,CO-58-DEN-IAH,11:25aDec 1,11:37aDec 1,2:50 p.m.,3:31 p.m.,True,;Incorrect_Format;Incorrect_Format,;sched_dep_time;act_dep_time,1331
1333,orbitz,UA-5487-SFO-MRY,10:39aDec 1,,11:19aDec 1,,True,;Incorrect_Format;explicitMissingValue;Incorrect_Format;explicitMissingValue,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1332
1334,orbitz,AA-204-LAX-MCO,11:25 p.m.,,6:55aDec 2,,True,;explicitMissingValue;Incorrect_Format;explicitMissingValue,;act_dep_time;sched_arr_time;act_arr_time,1333
1335,orbitz,UA-414-LAX-SFO,6:14aDec 1,6:09aDec 1,7:23aDec 1,7:17aDec 1,True,;Incorrect_Format;Incorrect_Format;Incorrect_Format;Incorrect_Format,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1334
1336,orbitz,CO-1614-LAX-IAH,12:30aDec 1,12:41aDec 1,5:35aDec 1,5:26aDec 1,True,;Incorrect_Format;Incorrect_Format;Incorrect_Format;Incorrect_Format,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1335
1337,orbitz,UA-2726-FLL-PHL,4:00 p.m.,3:58 p.m.,6:46 p.m.,6:28 p.m.,True,;spellingMistake,;act_dep_time,1336
1338,orbitz,CO-52-IAH-LAX,7:35aDec 1,,9:21aDec 2,,True,;Incorrect_Format;explicitMissingValue;Incorrect_Format;explicitMissingValue,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1337
1339,orbitz,CO-1090-BOS-IAH,9:45aDec 1,10:19aDec 1,1:16 p.m.,1:19 p.m.,True,;Incorrect_Format;Incorrect_Format,;sched_dep_time;act_dep_time,1338
1340,orbitz,AA-616-DFW-DTW,10:00aDec 1,9:59aDec 1,12:35 p.m.,1:27 p.m.,True,;Incorrect_Format;Incorrect_Format,;sched_dep_time;act_dep_time,1339
1341,orbitz,UA-3515-IAD-MSP,8:15aDec 1,8:12aDec 1,10:06aDec 1,9:56aDec 1,True,;Incorrect_Format;Incorrect_Format;Incorrect_Format;Incorrect_Format,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1340
1342,orbitz,AA-3468-CVG-MIA,7:00aDec 1,7:04aDec 1,9:55aDec 1,9:45aDec 1,True,;Incorrect_Format;Incorrect_Format;Incorrect_Format;Incorrect_Format,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1341
1343,orbitz,AA-484-DFW-MIA,4:15 p.m.,4:16 p.m.,7:55 p.m.,7:39 p.m.,True,;spellingMistake,;act_dep_time,1342
1344,orbitz,AA-1886-BOS-MIA,10:45aDec 1,10:42aDec 1,2:20 p.m.,1:40 p.m.,True,;Incorrect_Format;Incorrect_Format,;sched_dep_time;act_dep_time,1343
1345,orbitz,CO-62-IAH-EWR,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.,False,,,1344
1346,orbitz,CO-1561-PHX-IAH,8:05aDec 1,8:00aDec 1,11:35aDec 1,11:32aDec 1,True,;Incorrect_Format;Incorrect_Format;Incorrect_Format;Incorrect_Format,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1345
1347,orbitz,UA-2314-ATL-PHL,2:55 p.m.,2:46 p.m.,5:00 p.m.,4:47 p.m.,True,;spellingMistake,;act_dep_time,1346
1348,orbitz,AA-446-DFW-PHL,11:50aDec 1,11:54aDec 1,3:50 p.m.,4:09 p.m.,True,;Incorrect_Format;Incorrect_Format,;sched_dep_time;act_dep_time,1347
1349,orbitz,CO-1023-IAH-DEN,11:40aDec 1,11:56aDec 1,1:17 p.m.,1:14 p.m.,True,;Incorrect_Format;Incorrect_Format,;sched_dep_time;act_dep_time,1348
1350,orbitz,AA-466-IAH-MIA,6:00aDec 1,5:58aDec 1,9:20aDec 1,9:05aDec 1,True,;Incorrect_Format;Incorrect_Format;Incorrect_Format;Incorrect_Format,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1349
1351,orbitz,UA-3050-PHX-CLT,11:05aDec 1,11:30aDec 1,4:57 p.m.,5:05 p.m.,True,;Incorrect_Format;Incorrect_Format,;sched_dep_time;act_dep_time,1350
1352,orbitz,CO-89-IAH-EWR,6:00aDec 1,6:02aDec 1,10:20aDec 1,10:27aDec 1,True,;Incorrect_Format;Incorrect_Format;Incorrect_Format;Incorrect_Format,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1351
1353,orbitz,CO-1088-CLE-IAH,8:40aDec 1,8:40aDec 1,10:54aDec 1,10:56aDec 1,True,;Incorrect_Format;Incorrect_Format;Incorrect_Format;Incorrect_Format,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1352
1354,orbitz,AA-1664-MIA-ATL,10:15aDec 1,10:10aDec 1,12:10 p.m.,11:56aDec 1,True,;Incorrect_Format;Incorrect_Format;Incorrect_Format,;sched_dep_time;act_dep_time;act_arr_time,1353
1355,orbitz,AA-1279-DFW-PHX,1:00 p.m.,1:48 p.m.,2:35 p.m.,3:30 p.m.,True,;spellingMistake,;act_dep_time,1354
1356,orbitz,UA-854-SFO-IAH,7:53aDec 1,7:49aDec 1,1:39 p.m.,1:30 p.m.,True,;Incorrect_Format;Incorrect_Format,;sched_dep_time;act_dep_time,1355
1357,orbitz,UA-382-IAD-LAX,12:30 p.m.,12:35 p.m.,3:03 p.m.,,True,;spellingMistake;explicitMissingValue,;sched_arr_time;act_arr_time,1356
1358,orbitz,AA-4344-ORD-DTW,11:45aDec 1,11:47aDec 1,2:00 p.m.,2:10 p.m.,True,;Incorrect_Format;Incorrect_Format,;sched_dep_time;act_dep_time,1357
1359,orbitz,UA-257-JFK-SFO,2:46 p.m.,2:42 p.m.,6:15 p.m.,5:42 p.m.,True,;spellingMistake;spellingMistake,;sched_dep_time;act_dep_time,1358
1360,orbitz,UA-2945-PHL-CLT,12:00 p.m.,11:51aDec 1,1:45 p.m.,1:15 p.m.,True,;spellingMistake;Incorrect_Format,;sched_dep_time;act_dep_time,1359
1361,orbitz,CO-63-EWR-IAH,5:25 p.m.,5:22 p.m.,8:22 p.m.,8:03 p.m.,False,,,1360
1362,orbitz,CO-47-IAH-LAX,7:10 p.m.,8:25 p.m.,10:48 p.m.,,True,;spellingMistake;explicitMissingValue,;sched_arr_time;act_arr_time,1361
1363,orbitz,AA-2050-ORD-MIA,10:40aDec 1,10:46aDec 1,2:45 p.m.,2:46 p.m.,True,;Incorrect_Format;Incorrect_Format,;sched_dep_time;act_dep_time,1362
1364,orbitz,UA-248-PHX-ORD,12:57 p.m.,1:32 p.m.,5:15 p.m.,5:34 p.m.,False,,,1363
1365,orbitz,AA-4330-CVG-ORD,3:35 p.m.,3:27 p.m.,4:00 p.m.,3:33 p.m.,True,;spellingMistake,;act_dep_time,1364
1366,orbitz,AA-1434-DFW-MCO,7:15aDec 1,7:08aDec 1,10:35aDec 1,10:36aDec 1,True,;Incorrect_Format;Incorrect_Format;Incorrect_Format;Incorrect_Format,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1365
1367,orbitz,AA-1640-MIA-MCO,6:30 p.m.,,7:25 p.m.,,True,;explicitMissingValue;explicitMissingValue,;act_dep_time;act_arr_time,1366
1368,orbitz,AA-4307-ORD-DTW,6:45 p.m.,6:40 p.m.,9:10 p.m.,8:53 p.m.,True,;spellingMistake,;act_dep_time,1367
1369,orbitz,CO-1694-LAX-IAH,7:15 p.m.,,12:21aDec 2,,True,;explicitMissingValue;Incorrect_Format;explicitMissingValue,;act_dep_time;sched_arr_time;act_arr_time,1368
1370,orbitz,UA-843-LAX-ORD,2:22 p.m.,2:37 p.m.,7:53 p.m.,7:58 p.m.,True,;spellingMistake;spellingMistake,;sched_dep_time;act_dep_time,1369
1371,orbitz,CO-1193-EWR-MCO,9:15aDec 1,9:14aDec 1,12:18 p.m.,12:09 p.m.,True,;Incorrect_Format;Incorrect_Format,;sched_dep_time;act_dep_time,1370
1372,orbitz,AA-3842-MSP-ORD,6:00aDec 1,5:59aDec 1,7:30aDec 1,7:51aDec 1,True,;Incorrect_Format;Incorrect_Format;Incorrect_Format;Incorrect_Format,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1371
1373,orbitz,AA-643-MIA-ORD,7:10aDec 1,7:10aDec 1,9:35aDec 1,9:31aDec 1,True,;Incorrect_Format;Incorrect_Format;Incorrect_Format;Incorrect_Format,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1372
1374,orbitz,AA-1007-MIA-PHX,4:55 p.m.,4:56 p.m.,8:05 p.m.,7:55 p.m.,True,;spellingMistake,;act_dep_time,1373
1375,orbitz,UA-2906-PHL-MCO,3:50 p.m.,4:28 p.m.,6:23 p.m.,6:38 p.m.,False,,,1374
1376,orbitz,UA-938-DEN-ORD,4:16 p.m.,4:15 p.m.,7:35 p.m.,7:36 p.m.,False,,,1375
1377,orbitz,AA-1221-MCO-ORD,8:00 p.m.,8:01 p.m.,9:45 p.m.,9:53 p.m.,True,;spellingMistake,;act_dep_time,1376
1378,orbitz,CO-16-LAX-EWR,10:25aDec 1,10:20aDec 1,6:44 p.m.,6:34 p.m.,True,;Incorrect_Format;Incorrect_Format,;sched_dep_time;act_dep_time,1377
1379,orbitz,UA-2515-DFW-CLT,7:05aDec 1,7:07aDec 1,10:31aDec 1,10:47aDec 1,True,;Incorrect_Format;Incorrect_Format;Incorrect_Format;Incorrect_Format,;sched_dep_time;act_dep_time;sched_arr_time;act_arr_time,1378
1380,orbitz,AA-400-DFW-JFK,10:40aDec 1,10:47aDec 1,2:59 p.m.,3:04 p.m.,True,;Incorrect_Format;Incorrect_Format,;sched_dep_time;act_dep_time,1379
1381,orbitz,UA-664-ORD-PHL,1:33 p.m.,1:31 p.m.,4:31 p.m.,4:23 p.m.,False,,,1380
1382,orbitz,AA-3756-ORD-SLC,12:15 p.m.,12:10 p.m.,2:45 p.m.,2:50 p.m.,True,;spellingMistake,;act_dep_time,1381
1383,orbitz,UA-37-EWR-MCO,1:29 p.m.,1:48 p.m.,4:17 p.m.,4:17 p.m.,False,,,1382
1384,orbitz,AA-1522-SFO-ORD,11:55 p.m.,,5:50aDec 2,,True,;explicitMissingValue;Incorrect_Format;explicitMissingValue,;act_dep_time;sched_arr_time;act_arr_time,1383
1385,orbitz,UA-233-LAX-JFK,4:25 p.m.,,12:29aDec 2,,True,;explicitMissingValue;Incorrect_Format;explicitMissingValue,;act_dep_time;sched_arr_time;act_arr_time,1384
1386,orbitz,AA-3823-LAX-DEN,9:00 p.m.,,12:15aDec 2,,True,;explicitMissingValue;Incorrect_Format;explicitMissingValue,;act_dep_time;sched_arr_time;act_arr_time,1385
