index,id,beer-name,style,ounces,abv,ibu,brewery_id,brewery-name,city,state,isDirty,errRule,errCol,pk
1089,2200,Survival Stout,American Stout,16.0 oz.,0.057999999999999996%,35.0,80,Hopworks Urban Brewery,Portland OR,,True,;Incorrect_Format;Incorrect_Format;spellingMistake;embeddedValue;explicitMissingValue,;ounces;abv;abv;city;state,1088
1090,2199,Hopworks IPA,American IPA,16.0 oz.,0.066%,75.0,80,Hopworks Urban Brewery,Portland,OR,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1089
1091,2193,Abominable Winter Ale,American Strong Ale,16.0 oz.,0.073%,70.0,80,Hopworks Urban Brewery,Portland,OR,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1090
1092,1398,Pigwar White India Pale Ale,American White IPA,16.0 oz,0.06,60.0,80,Hopworks Urban Brewery,Portland,OR,True,;Incorrect_Format,;ounces,1091
1093,1085,Rise-Up Red (2014),American Amber / Red Ale,16.0 ounce,0.058,60.0,80,Hopworks Urban Brewery,Portland,OR,True,;Incorrect_Format,;ounces,1092
1094,916,Abominable Winter Ale (2012),American Strong Ale,16.0 oz,0.073,70.0,80,Hopworks Urban Brewery,Portland,OR,True,;Incorrect_Format,;ounces,1093
1095,658,HUB Lager,Czech Pilsener,16.0 oz,0.051,32.0,80,Hopworks Urban Brewery,Portland,OR,True,;Incorrect_Format,;ounces,1094
1096,653,Hopworks IPA (2012),American IPA,16.0 oz.,0.066,75.0,80,Hopworks Urban Brewery,Portland,OR,True,;Incorrect_Format,;ounces,1095
1097,2385,Watermelon Wheat,American Pale Wheat Ale,12.0 oz.,0.055999999999999994%,,120,Horny Goat Brew Pub,Milwaukee,WI,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,1096
1098,2384,Laka Laka Pineapple,Hefeweizen,12.0 oz.,0.051,17.0,120,Horny Goat Brew Pub,Milwaukee,WI,True,;Incorrect_Format,;ounces,1097
1099,2383,Oktoberfest,Märzen / Oktoberfest,16.0 oz.,0.06,,120,Horny Goat Brew Pub,Milwaukee,WI,True,;Incorrect_Format,;ounces,1098
1100,1251,Trail Maker Pale Ale,American Pale Ale (APA),12.0 oz.,0.065%,,445,Howard Brewing Company,Lenoir,NC,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1099
1101,1250,Action Man Lager,Vienna Lager,12.0 oz.,0.055,,445,Howard Brewing Company,Lenoir,NC,True,;Incorrect_Format,;ounces,1100
1102,1903,Let It Ride IPA,American IPA,12.0 oz,0.068%,90.0,277,Indeed Brewing Company,Minneapolis,MN,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1101
1103,1691,Stir Crazy Winter Ale,Winter Warmer,12.0 ounce,0.065,22.0,277,Indeed Brewing Company,Minneapolis,MN,True,;Incorrect_Format,;ounces,1102
1104,1555,Sweet Yamma Jamma Ale,Fruit / Vegetable Beer,12.0 ounce,0.05,10.0,277,Indeed Brewing Company,Minneapolis,MN,True,;Incorrect_Format,;ounces,1103
1105,1115,Shenanigans Summer Ale,American Pale Wheat Ale,12.0 oz.,0.046,27.0,277,Indeed Brewing Company,Minneapolis,MN,True,;Incorrect_Format,;ounces,1104
1106,729,Midnight Ryder,American Black Ale,12.0 ounce,0.065,80.0,277,Indeed Brewing Company,Minneapolis,MN,True,;Incorrect_Format,;ounces,1105
1107,728,Day Tripper Pale Ale,American Pale Ale (APA),12.0 oz,0.054000000000000006%,45.0,277,Indeed Brewing Company,Minneapolis,MN,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,1106
1108,2350,Oklahoma Suks,American Amber / Red Ale,12.0 oz,0.048,32.0,140,Independence Brewing Company,Austin,TX,True,;Incorrect_Format,;ounces,1107
1109,2301,Power & Light,American Pale Ale (APA),12.0 oz.,0.055,42.0,140,Independence Brewing Company,Austin,TX,True,;Incorrect_Format,;ounces,1108
1110,1904,White Rabbit,Witbier,12.0 oz. Alumi-Tek,0.059,27.0,140,Independence Brewing Company,Austin,TX,True,;Incorrect_Format,;ounces,1109
1111,2609,Tribute,American Pale Ale (APA),12.0 oz,0.057999999999999996%,58.0,23,Indiana City Brewing,Indianapolis,IN,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,1110
1112,2038,Infamous IPA,American IPA,12.0 oz.,0.07,75.0,242,Infamous Brewing Company,Austin,TX,True,;Incorrect_Format,;ounces,1111
1113,1774,Hijack,Cream Ale,12.0 oz.,0.055%,20.0,242,Infamous Brewing Company,Austin,TX,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1112
1114,559,Jon Boat Coastal Ale,American Blonde Ale,12.0 oz.,0.045%,20.0,527,Intuition Ale Works,Jacksonville,FL,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1113
1115,558,I-10 IPA,American IPA,12.0 oz,0.068,55.0,527,Intuition Ale Works,Jacksonville,FL,True,;Incorrect_Format,;ounces,1114
1116,553,People's Pale Ale,American Pale Ale (APA),12.0 oz,0.053,28.0,527,Intuition Ale Works,Jacksonville,FL,True,;Incorrect_Format,;ounces,1115
1117,2376,Summer Ale,American Blonde Ale,12.0 oz,0.049,,123,Ipswich Ale Brewery,Ipswich,MA,True,;Incorrect_Format,;ounces,1116
1118,1784,Appreciation Ale,American IPA,16.0 oz.,,,316,Iron Hill Brewery & Restaurant,Wilmington,DE,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1117
1119,2673,House Lager,Keller Bier / Zwickel Bier,16.0 oz,0.052,18.0,2,Jack's Abby Craft Lagers,Framingham,MA,True,;Incorrect_Format,;ounces,1118
1120,2672,Leisure Time,American Pale Lager,12.0 OZ.,0.048,15.0,2,Jack's Abby Craft Lagers,Framingham,MA,True,;Incorrect_Format,;ounces,1119
1121,2671,Excess IPL,American India Pale Lager,16.0 oz.,0.072,80.0,2,Jack's Abby Craft Lagers,Framingham MA,,True,;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;city;state,1120
1122,2670,Hoponius Union,American India Pale Lager,12.0 ounce,0.067%,65.0,2,Jack's Abby Craft Lagers,Framingham,MA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1121
1123,2669,Calyptra,American India Pale Lager,12.0 oz. Alumi-Tek,0.049%,45.0,2,Jack's Abby Craft Lagers,Framingham,MA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1122
1124,1405,Helen's Blend,Cider,12.0 OZ.,0.05,,416,Jack's Hard Cider (Hauser Estate...,Biglerville,PA,True,;Incorrect_Format,;ounces,1123
1125,823,Jack's Hard Cider,Cider,12.0 oz.,0.051,,416,Jack's Hard Cider (Hauser Estate...,Biglerville,PA,True,;Incorrect_Format,;ounces,1124
1126,1793,Thunder Ann,American Pale Ale (APA),12.0 oz.,0.055%,37.0,312,Jackalope Brewing Company,Nashville,TN,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1125
1127,2453,Razz Wheat,Fruit / Vegetable Beer,12.0 ounce,0.055,,92,Jackie O's Pub & Brewery,Athens,OH,True,;Incorrect_Format,;ounces,1126
1128,2363,Hop Ryot,American IPA,12.0 ounce,0.065,,92,Jackie O's Pub & Brewery,Athens,OH,True,;Incorrect_Format,;ounces,1127
1129,689,Mystic Mama IPA,American IPA,12.0 oz.,0.07%,,92,Jackie O's Pub & Brewery,Athens,OH,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1128
1130,688,Firefly Amber Ale,American Amber / Red Ale,12.0 oz,0.05,,92,Jackie O's Pub & Brewery,Athens,OH,True,;Incorrect_Format,;ounces,1129
1131,687,Chomolungma Honey Nut Brown Ale,English Brown Ale,12.0 ounce,0.067,,92,Jackie O's Pub & Brewery,Athens,OH,True,;Incorrect_Format,;ounces,1130
1132,2408,Welcome to Scoville,American IPA,12.0 oz.,0.069%,,114,Jailbreak Brewing Company,Laurel,MD,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1131
1133,2595,Bastian,American Strong Ale,12.0 ounce,,,32,James Page Brewing Company,Stevens Point,WI,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1132
1134,2480,Healani,Hefeweizen,12.0 oz.,0.045,,32,James Page Brewing Company,Stevens Point,WI,True,;Incorrect_Format,;ounces,1133
1135,1525,Yabba Dhaba Chai Tea Porter,American Porter,12.0 oz,0.055,,32,James Page Brewing Company,Stevens Point,WI,True,;Incorrect_Format,;ounces,1134
1136,1524,A Capella Gluten Free Pale Ale,American Pale Ale (APA),12.0 OZ.,0.055,,32,James Page Brewing Company,Stevens Point,WI,True,;Incorrect_Format,;ounces,1135
1137,1523,Casper White Stout,American Blonde Ale,12.0 oz.,0.06,,32,James Page Brewing Company,Stevens Point,WI,True,;Incorrect_Format,;ounces,1136
1138,1254,JP's Ould Sod Irish Red IPA,American IPA,12.0 oz,0.06%,,32,James Page Brewing Company,Stevens Point WI,,True,;Incorrect_Format;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;abv;city;state,1137
1139,2060,Weize Guy,Hefeweizen,12.0 ounce,0.05%,15.0,233,Joseph James Brewing Company,Henderson,NV,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1138
1140,469,Fox Tail Gluten Free Ale,American Pale Ale (APA),12.0 oz,0.05%,50.0,233,Joseph James Brewing Company,Henderson,NV,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1139
1141,468,Hop Box Imperial IPA,American Double / Imperial IPA,12.0 oz,0.09300000000000001%,90.0,233,Joseph James Brewing Company,Henderson,NV,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,1140
1142,467,Joseph James American Lager,American Adjunct Lager,12.0 oz,0.052,15.0,233,Joseph James Brewing Company,Henderson,NV,True,;Incorrect_Format,;ounces,1141
1143,2163,Sucha Much IPA,American IPA,12.0 oz. Alumi-Tek,0.071,,208,Kalona Brewing Company,Kalona,IA,True,;Incorrect_Format,;ounces,1142
1144,2162,Lewbricator Wheat Dopplebock,Doppelbock,12.0 oz.,0.075,24.0,208,Kalona Brewing Company,Kalona,IA,True,;Incorrect_Format,;ounces,1143
1145,2374,Weisse Versa (2012),Hefeweizen,12.0 oz.,0.052000000000000005%,16.0,125,Karbach Brewing Company,Houston,TX,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,1144
1146,1560,Mother in Lager,Munich Dunkel Lager,12.0 oz.,0.057999999999999996%,25.0,125,Karbach Brewing Company,Houston,TX,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,1145
1147,1557,Weekend Warrior Pale Ale,American Pale Ale (APA),12.0 oz.,0.055,40.0,125,Karbach Brewing Company,Houston,TX,True,;Incorrect_Format,;ounces,1146
1148,1458,Karbachtoberfest,Märzen / Oktoberfest,12.0 ounce,0.055,25.0,125,Karbach Brewing Company,Houston,TX,True,;Incorrect_Format,;ounces,1147
1149,1235,Love Street Summer Seasonal (2014),Kölsch,12.0 ounce,0.047%,20.0,125,Karbach Brewing Company,Houston TX,,True,;Incorrect_Format;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;abv;city;state,1148
1150,1068,Barn Burner Saison,Saison / Farmhouse Ale,12.0 oz. Alumi-Tek,0.066%,20.0,125,Karbach Brewing Company,Houston,TX,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1149
1151,666,Rodeo Clown Double IPA,American Double / Imperial IPA,12.0 OZ.,0.095%,85.0,125,Karbach Brewing Company,Houston,TX,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1150
1152,465,Sympathy for the Lager,American Amber / Red Lager,12.0 oz.,0.049%,45.0,125,Karbach Brewing Company,Houston,TX,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1151
1153,464,Weisse Versa,Hefeweizen,12.0 oz.,0.052,15.0,125,Karbach Brewing Company,Houston,TX,True,;Incorrect_Format,;ounces,1152
1154,463,Hopadillo India Pale Ale,American IPA,12.0 oz,0.066%,70.0,125,Karbach Brewing Company,Houston,TX,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1153
1155,1678,KelSo Nut Brown Lager,Euro Dark Lager,12.0 oz.,0.057,19.0,342,KelSo Beer Company,Brooklyn,NY,True,;Incorrect_Format,;ounces,1154
1156,1572,KelSo India Pale Ale,American IPA,12.0 oz,0.06,64.0,342,KelSo Beer Company,Brooklyn,NY,True,;Incorrect_Format,;ounces,1155
1157,1348,KelSo Pilsner,Czech Pilsener,12.0 ounce,0.055,23.0,342,KelSo Beer Company,Brooklyn NY,,True,;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;city;state,1156
1158,1193,Skilak Scottish Ale,Scottish Ale,12.0 oz,0.057999999999999996%,,458,Kenai River Brewing Company,Soldotna,AK,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,1157
1159,1187,Peninsula Brewers Reserve (PBR),American Blonde Ale,12.0 ounce,0.05,15.0,458,Kenai River Brewing Company,Soldotna AK,,True,;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;city;state,1158
1160,349,Sunken Island IPA,American IPA,12.0 oz. Alumi-Tek,0.068,,458,Kenai River Brewing Company,Soldotna,AK,True,;Incorrect_Format,;ounces,1159
1161,348,Skilak Scottish Ale (2011),Scottish Ale,12.0 oz,0.058,,458,Kenai River Brewing Company,Soldotna,AK,True,;Incorrect_Format,;ounces,1160
1162,760,Cold Smoke Scotch Ale (2007),Scotch Ale / Wee Heavy,16.0 oz.,0.065%,11.0,510,Kettle House Brewing Company,Missoula,MT,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1161
1163,759,Double Haul IPA (2009),American IPA,16.0 ounce,0.065%,65.0,510,Kettle House Brewing Company,Missoula,MT,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1162
1164,758,Double Haul IPA (2006),American IPA,16.0 oz.,0.065,65.0,510,Kettle House Brewing Company,Missoula,MT,True,;Incorrect_Format,;ounces,1163
1165,87,Eddy Out Pale Ale,American Pale Ale (APA),16.0 oz.,0.055,50.0,510,Kettle House Brewing Company,Missoula,MT,True,;Incorrect_Format,;ounces,1164
1166,86,Double Haul IPA,American IPA,16.0 ounce,0.065%,65.0,510,Kettle House Brewing Company,Missoula,MT,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1165
1167,85,Cold Smoke Scotch Ale,Scotch Ale / Wee Heavy,16.0 oz.,0.065,11.0,510,Kettle House Brewing Company,Missoula,MT,True,;Incorrect_Format,;ounces,1166
1168,2472,U. P. Witbier,Witbier,12.0 oz.,,,84,Keweenaw Brewing Company,Houghton,MI,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1167
1169,779,November Gale Pale Ale,American Pale Ale (APA),12.0 oz.,,,84,Keweenaw Brewing Company,Houghton,MI,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1168
1170,364,Olde Ore Dock Scottish Ale,Scottish Ale,12.0 oz.,,,84,Keweenaw Brewing Company,Houghton,MI,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1169
1171,60,Widow Maker Black Ale,American Brown Ale,12.0 oz,,,84,Keweenaw Brewing Company,Houghton,MI,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1170
1172,59,Lift Bridge Brown Ale,American Brown Ale,12.0 oz. Alumi-Tek,,,84,Keweenaw Brewing Company,Houghton,MI,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1171
1173,58,Pick Axe Blonde Ale,American Blonde Ale,12.0 oz,,,84,Keweenaw Brewing Company,Houghton,MI,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1172
1174,57,Red Jacket Amber Ale,American Amber / Red Ale,12.0 oz,,,84,Keweenaw Brewing Company,Houghton,MI,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1173
1175,2436,Amber Ale,American Amber / Red Ale,12.0 oz.,0.051,,102,King Street Brewing Company,Anchorage,AK,True,;Incorrect_Format,;ounces,1174
1176,1706,King Street Pilsner,Czech Pilsener,12.0 oz.,0.055,,102,King Street Brewing Company,Anchorage,AK,True,;Incorrect_Format,;ounces,1175
1177,1667,King Street IPA,American IPA,12.0 OZ.,0.06,70.0,102,King Street Brewing Company,Anchorage,AK,True,;Incorrect_Format,;ounces,1176
1178,1666,King Street Hefeweizen,Hefeweizen,12.0 oz. Alumi-Tek,0.057%,10.0,102,King Street Brewing Company,Anchorage,AK,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1177
1179,1665,King Street Blonde Ale,American Blonde Ale,12.0 oz.,0.049,,102,King Street Brewing Company,Anchorage,AK,True,;Incorrect_Format,;ounces,1178
1180,2460,India Pale Ale,American IPA,16.0 ounce,0.063,65.0,87,Kirkwood Station Brewing Company,Kirkwood,MO,True,;Incorrect_Format,;ounces,1179
1181,2459,Blackberry Wheat,American Pale Wheat Ale,16.0 oz.,0.048,11.0,87,Kirkwood Station Brewing Company,Kirkwood,MO,True,;Incorrect_Format,;ounces,1180
1182,1274,Longboard Island Lager,American Amber / Red Lager,24.0 oz.,0.046%,18.0,439,Kona Brewing Company,Kona,HI,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1181
1183,1220,Longboard Island Lager,American Amber / Red Lager,16.0 oz,0.046%,18.0,439,Kona Brewing Company,Kona,HI,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1182
1184,1070,Longboard Island Lager,American Amber / Red Lager,12.0 oz.,0.046,18.0,439,Kona Brewing Company,Kona,HI,True,;Incorrect_Format,;ounces,1183
1185,590,Longboard Island Lager,American Amber / Red Lager,12.0 oz,0.046,18.0,439,Kona Brewing Company,Kona,HI,True,;Incorrect_Format,;ounces,1184
1186,781,Choc Beer (2003),American Dark Wheat Ale,12.0 oz.,0.04%,9.0,505,Krebs Brewing Company (Pete's Pl...,Krebs,OK,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1185
1187,1637,Bellingham Beer Week 2013 Collaboration,Belgian Strong Dark Ale,16.0 oz.,0.08,,354,Kulshan Brewery,Bellingham,WA,True,;Incorrect_Format,;ounces,1186
1188,1741,A Slice of Hefen,Hefeweizen,16.0 oz.,0.054,15.0,332,La Cumbre Brewing Company,Albuquerque NM,,True,;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;city;state,1187
1189,664,Elevated IPA,American IPA,16.0 ounce,0.07200000000000001%,100.0,332,La Cumbre Brewing Company,Albuquerque,NM,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,1188
1190,392,Rumspringa Golden Bock,Maibock / Helles Bock,12.0 oz.,0.066%,30.0,545,Lancaster Brewing Company,Lancaster,PA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1189
1191,195,Lancaster German Style Kölsch,Kölsch,12.0 oz.,0.048,28.0,545,Lancaster Brewing Company,Lancaster,PA,True,;Incorrect_Format,;ounces,1190
1192,2547,Beach Cruiser,Hefeweizen,12.0 ounce,0.045,,59,Latitude 42 Brewing Company,Portage,MI,True,;Incorrect_Format,;ounces,1191
1193,2493,I.P. Eh!,American IPA,12.0 ounce,0.068%,,59,Latitude 42 Brewing Company,Portage,MI,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1192
1194,2492,Schoolhouse Honey,American Amber / Red Ale,12.0 oz,0.05%,,59,Latitude 42 Brewing Company,Portage,MI,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1193
1195,2491,10 Degrees of Separation,English Brown Ale,12.0 ounce,0.055,,59,Latitude 42 Brewing Company,Portage,MI,True,;Incorrect_Format,;ounces,1194
1196,2108,Laughing Dog Cream Ale,Cream Ale,12.0 oz,0.05,12.0,218,Laughing Dog Brewing Company,Ponderay,ID,True,;Incorrect_Format,;ounces,1195
1197,1397,Two-One Niner,American Pilsner,12.0 ounce,0.048,9.0,218,Laughing Dog Brewing Company,Ponderay,ID,True,;Incorrect_Format,;ounces,1196
1198,1396,Laughing Dog IPA,American IPA,12.0 oz,0.064,66.0,218,Laughing Dog Brewing Company,Ponderay,ID,True,;Incorrect_Format,;ounces,1197
1199,1675,Madra Allta,American IPA,12.0 oz. Alumi-Tek,0.064,95.0,345,Lavery Brewing Company,Erie,PA,True,;Incorrect_Format,;ounces,1198
1200,1249,Duluchan India Pale Ale,American IPA,12.0 oz.,0.056,70.0,345,Lavery Brewing Company,Erie,PA,True,;Incorrect_Format,;ounces,1199
1201,1445,Lazy Monk Bohemian Pilsner,Czech Pilsener,16.0 oz,0.05,,406,Lazy Monk Brewing,Eau Claire,WI,True,;Incorrect_Format,;ounces,1200
1202,475,Yellowstone Golden Ale,Kölsch,12.0 oz.,0.051,,537,Lewis and Clark Brewing Company,Helena,MT,True,;Incorrect_Format,;ounces,1201
1203,474,Tumbleweed IPA,American IPA,12.0 oz.,0.057,,537,Lewis and Clark Brewing Company,Helena,MT,True,;Incorrect_Format,;ounces,1202
1204,473,Lewis & Clark Amber Ale,American Amber / Red Ale,12.0 oz,0.05%,,537,Lewis and Clark Brewing Company,Helena MT,,True,;Incorrect_Format;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;abv;city;state,1203
1205,472,Miner's Gold Hefeweizen,Hefeweizen,12.0 oz.,0.05,,537,Lewis and Clark Brewing Company,Helena,MT,True,;Incorrect_Format,;ounces,1204
1206,471,Back Country Scottish Ale,Scottish Ale,12.0 OZ.,0.057,,537,Lewis and Clark Brewing Company,Helena,MT,True,;Incorrect_Format,;ounces,1205
1207,2036,Getaway,German Pilsener,16.0 ounce,0.052,30.0,244,Lift Bridge Brewing Company,Stillwater,MN,True,;Incorrect_Format,;ounces,1206
1208,1168,Farm Girl Saison,Saison / Farmhouse Ale,16.0 oz.,0.06,30.0,244,Lift Bridge Brewing Company,Stillwater,MN,True,;Incorrect_Format,;ounces,1207
1209,1832,Adam's Stout,American Stout,12.0 oz,0.058,40.0,298,Liquid Hero Brewery,York,PA,True,;Incorrect_Format,;ounces,1208
1210,1688,American Hero,American Amber / Red Ale,12.0 oz,0.057,42.0,298,Liquid Hero Brewery,York,PA,True,;Incorrect_Format,;ounces,1209
1211,1687,Schweet Ale,Fruit / Vegetable Beer,12.0 oz.,0.052,20.0,298,Liquid Hero Brewery,York,PA,True,;Incorrect_Format,;ounces,1210
1212,1686,Irregardless IPA,American IPA,12.0 oz.,0.065,75.0,298,Liquid Hero Brewery,York PA,,True,;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;city;state,1211
1213,2434,Peach Pale Ale,American Pale Ale (APA),12.0 oz.,0.057,40.0,104,Lone Tree Brewing Company,Lone Tree,CO,True,;Incorrect_Format,;ounces,1212
1214,2332,Deadeye Jack,American Porter,12.0 oz,0.06%,,149,Lonerider Brewing Company,Raleigh,NC,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1213
1215,2330,Pistols at Dawn,American Stout,16.0 oz,0.075%,,149,Lonerider Brewing Company,Raleigh,NC,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1214
1216,2329,Peacemaker Pale Ale,American Pale Ale (APA),12.0 oz.,0.057,47.0,149,Lonerider Brewing Company,Raleigh,NC,True,;Incorrect_Format,;ounces,1215
1217,2327,Shotgun Betty,Hefeweizen,12.0 ounce,0.058,11.0,149,Lonerider Brewing Company,Raleigh,NC,True,;Incorrect_Format,;ounces,1216
1218,2326,Sweet Josie,American Brown Ale,12.0 ounce,0.061,30.0,149,Lonerider Brewing Company,Raleigh,NC,True,;Incorrect_Format,;ounces,1217
1219,1926,Long Trail IPA,English India Pale Ale (IPA),12.0 oz,0.059,42.0,268,Long Trail Brewing Company,Bridgewater Corners,VT,True,;Incorrect_Format,;ounces,1218
1220,1924,Long Trail Ale,American Amber / Red Ale,12.0 oz.,0.046,30.0,268,Long Trail Brewing Company,Bridgewater Corners,VT,True,;Incorrect_Format,;ounces,1219
1221,1090,Double Bag,Altbier,16.0 ounce,0.072,33.0,268,Long Trail Brewing Company,Bridgewater Corners,VT,True,;Incorrect_Format,;ounces,1220
1222,574,Blackbeary Wheat,Fruit / Vegetable Beer,12.0 OZ.,0.04,8.0,268,Long Trail Brewing Company,Bridgewater Corners,VT,True,;Incorrect_Format,;ounces,1221
1223,573,Long Trail Ale (1),Altbier,12.0 ounce,0.046,30.0,268,Long Trail Brewing Company,Bridgewater Corners,VT,True,;Incorrect_Format,;ounces,1222
1224,2584,Gose,Gose,16.0 oz,0.046%,8.0,41,Lost Nation Brewing,East Fairfield,VT,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1223
1225,2583,Vermont Pilsner,German Pilsener,16.0 oz,0.048,20.0,41,Lost Nation Brewing,East Fairfield,VT,True,;Incorrect_Format,;ounces,1224
1226,2582,Mosaic Single Hop IPA,American IPA,16.0 OZ.,0.055,,41,Lost Nation Brewing,East Fairfield,VT,True,;Incorrect_Format,;ounces,1225
1227,2581,Lost Galaxy,American IPA,16.0 oz.,0.045%,,41,Lost Nation Brewing,East Fairfield,VT,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1226
1228,1309,Face Plant IPA,American IPA,12.0 oz,0.062,65.0,430,Lost Rhino Brewing Company,Ashburn,VA,True,;Incorrect_Format,;ounces,1227
1229,1308,Rhino Chasers Pilsner,Czech Pilsener,12.0 oz.,0.056,55.0,430,Lost Rhino Brewing Company,Ashburn,VA,True,;Incorrect_Format,;ounces,1228
1230,1571,Slow Hand Stout,American Stout,16.0 oz.,0.052,29.0,377,Lucette Brewing Company,Menominee,WI,True,;Incorrect_Format,;ounces,1229
1231,1204,Hips Don't Lie,Hefeweizen,16.0 ounce,0.062,,456,Lucette Brewing Company,Menominie,WI,True,;Incorrect_Format,;ounces,1230
1232,1122,Ride Again Pale Ale,American Pale Ale (APA),16.0 oz.,0.052,,456,Lucette Brewing Company,Menominie,WI,True,;Incorrect_Format,;ounces,1231
1233,700,The Farmer's Daughter,American Blonde Ale,16.0 ounce,0.048%,,456,Lucette Brewing Company,Menominie,WI,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1232
1234,2033,Pub Ale,English Dark Mild Ale,12.0 oz. Silo Can,0.038%,18.0,245,Lucky Town Brewing Company,Jackson,MS,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,1233
1235,2032,Ballistic Blonde,Belgian Pale Ale,12.0 oz.,0.051,31.0,245,Lucky Town Brewing Company,Jackson,MS,True,;Incorrect_Format,;ounces,1234
1236,2311,Knotty Pine,American Pale Ale (APA),12.0 oz. Alumi-Tek,0.054000000000000006%,,158,Lumberyard Brewing Company,Flagstaff,AZ,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,1235
1237,1153,Lumberyard Pilsner,American Pilsner,12.0 oz.,0.053,20.0,158,Lumberyard Brewing Company,Flagstaff,AZ,True,;Incorrect_Format,;ounces,1236
1238,355,Lumberyard IPA,American IPA,12.0 ounce,0.061,,158,Lumberyard Brewing Company,Flagstaff,AZ,True,;Incorrect_Format,;ounces,1237
1239,125,Lumberyard Red Ale,American Amber / Red Ale,12.0 oz. Silo Can,0.057999999999999996%,,158,Lumberyard Brewing Company,Flagstaff,AZ,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,1238
1240,962,Mac's Highlander Pale Ale (2000),American Pale Ale (APA),12.0 oz,0.05,,485,MacTarnahans Brewing Company,Portland OR,,True,;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;city;state,1239
1241,961,Mac's Scottish Style Amber Ale (2000),American Amber / Red Ale,12.0 oz,0.051,32.0,485,MacTarnahans Brewing Company,Portland,OR,True,;Incorrect_Format,;ounces,1240
1242,1475,Macon Progress Ale,American Pale Ale (APA),12.0 ounce,0.05,,400,Macon Beer Company,Macon,GA,True,;Incorrect_Format,;ounces,1241
1243,1008,Macon History Ale,American Brown Ale,12.0 oz,0.055,,400,Macon Beer Company,Macon,GA,True,;Incorrect_Format,;ounces,1242
